Gene Name	Systematic Name	Motif ID	Sub Motif	Logo	Total Score	DBDs	Expert Confidence	Method Description	Reference	Dubious?	Ranksum GO P	Ranksum GO AUROC	Ranksum GO Term	Mean ChIP chip Score	Mean Expression Score	Concurrence	Add to Cart
ORC1	YML065W	1549	0		2.33		High	ChIP-chip, conservation, combination of existing motifs	17130146		2.33	0.438	GO:0044257	0.00	0.00	0.00	Add
NRG2	YBR066C	1383	0		10.61	C2H2 ZF	High	MITOMI	20802496		6.33	0.448	GO:0016070	0.00	0.00	4.28	Add
NRG1	YDR043C	2148	0		43.40	C2H2 ZF	High	PBM	19997485		8.99	0.437	GO:0016070	28.74	1.31	4.36	Add
NDT80	YHR124W	1464	0		13.18	Ndt80/PhoG	High	ChIP-chip, structural prior	17438293		2.79	0.615	GO:0030435	6.74	0.11	3.54	Add
MSN4	YKL062W	518	0		80.08	C2H2 ZF	High	PBM	19111667		7.43	0.443	GO:0016070	38.14	29.34	5.17	Add
MSN2	YMR037C	1380	0		53.49	C2H2 ZF	High	MITOMI	20802496		7.61	0.641	GO:0006091	13.65	32.23	0.00	Add
MSN1	YOL116W	1378	0		16.20	GCR1	High	MITOMI	20802496		2.34	0.598	GO:0008289	7.97	0.91	4.98	Add
MSN1	YOL116W	1376	0		14.45	GCR1	High	MITOMI	20802496		3.92	0.648	GO:0006997	7.03	0.10	3.40	Add
MIG3	YER028C	2144	0		67.78	C2H2 ZF	High	PBM	19997485		10.68	0.669	GO:0006091	50.20	1.33	5.57	Add
MIG2	YGL209W	2143	0		136.32	C2H2 ZF	High	PBM	19997485		9.18	0.656	GO:0006091	115.96	4.79	6.38	Add
MIG1	YGL035C	2142	0		28.81	C2H2 ZF	High	PBM	19997485		8.91	0.653	GO:0006091	9.87	1.89	8.14	Add
MET32	YDR253C	2140	0		22.22	C2H2 ZF	High	PBM	19997485		7.70	0.406	GO:0042254	3.00	3.94	7.58	Add
MET31	YPL038W	1370	0		25.87	C2H2 ZF	High	MITOMI	20802496		3.19	0.443	GO:0042254	14.70	3.46	4.52	Add
MCM1	YMR043W	831	0		40.75	MADS box	High	PBM	19158363		4.64	0.648	GO:0005618	24.16	0.61	11.33	Add
MBP1	YDL056W	2138	0		70.34	APSES	High	PBM	19997485		14.44	0.630	GO:0006259	41.80	6.05	8.04	Add
MATALPHA2	YCR039C	1364	0		7.07	Homeodomain	High	MITOMI	20802496		3.02	0.567	GO:0006520	0.00	0.00	4.05	Add
MAC1	YMR021C	1540	0		11.52	Copper fist	High	ChIP-chip, conservation, combination of existing motifs	17130146		2.13	0.547	GO:0005694	3.77	0.38	5.24	Add
LYS14	YDR034C	865	0		8.50	Zinc cluster	High	PBM	19158363		2.99	0.423	GO:0016874	0.00	0.00	5.51	Add
LYS14	YDR034C	133	0		5.88	Zinc cluster	High	EMSA, mutational analysis, multiple site analysis	9701810		1.45	0.558	GO:0031505	0.00	0.00	4.44	Add
LEU3	YLR451W	2135	0		40.60	Zinc cluster	High	PBM	19997485		6.82	0.604	GO:0016491	12.91	12.87	8.00	Add
LEU3	YLR451W	781	0		38.99	Zinc cluster	High	EMSA	17053089		4.07	0.597	GO:0051186	10.81	10.98	13.13	Add
INO2	YDR123C	713	0		24.19	bHLH	High	ChIP-chip	16522208		3.81	0.548	GO:0016740	13.05	3.06	4.27	Add
HCM1	YCR065W	570	0		18.49	Forkhead	High	PBM	19111667		9.82	0.638	GO:0005856	0.00	5.24	3.43	Add
HAP4	YKL109W	695	0		27.35	CBF/NF-Y	High	ChIP-chip	16522208		5.87	0.551	GO:0005739	10.94	6.19	4.35	Add
HAP1	YLR256W	2078	0		26.75	Zinc cluster	High	PBM	22189060		5.00	0.588	GO:0016491	11.20	4.15	6.40	Add
HAL9	YOL089C	2134	0		48.37	Zinc cluster	High	PBM	19997485		7.11	0.607	GO:0016491	25.70	11.19	4.37	Add
HAL9	YOL089C	799	0		34.14	Zinc cluster	High	PBM	19158363		4.43	0.604	GO:0006091	18.78	4.95	5.99	Add
HAC1	YFL031W	1788	0		18.61	bZIP	High	ChIP-chip	17947326		3.84	0.612	GO:0016023	6.58	3.32	4.86	Add
GZF3	YJL110C	2133	0		35.62	GATA	High	PBM	19997485		2.66	0.561	GO:0005730	25.51	4.72	2.72	Add
GLN3	YER040W	539	0		19.25	GATA	High	PBM	19111667		2.77	0.574	GO:0016874	8.54	1.38	6.56	Add
GIS1	YDR096W	562	0		14.07	C2H2 ZF,C2H2 ZF	High	PBM	19111667		7.66	0.406	GO:0042254	0.00	3.77	2.63	Add
GCR1	YPL075W	2071	0		8.16	GCR1	High	ChIP-chip of GCR2	16522208		2.97	0.364	GO:0007124	0.53	0.73	3.93	Add
GCN4	YEL009C	1363	0		93.56	bZIP	High	MITOMI	20802496		31.14	0.739	GO:0006520	43.77	10.25	8.41	Add
GAT4	YIR013C	565	0		13.61	GATA	High	PBM	19111667		2.97	0.570	GO:0005856	0.00	6.00	4.64	Add
GAT3	YLR013W	2128	0		45.43	GATA	High	PBM	19997485		4.16	0.586	GO:0005856	28.85	8.36	4.06	Add
GAT1	YFL021W	962	0		25.06	GATA	High	ChIP-chip	17500587		2.88	0.421	GO:0051186	16.60	5.58	0.00	Add
GAL4	YPL248C	2206	0		39.34	Zinc cluster	High	PBM	19997485		8.54	0.618	GO:0016491	15.54	6.83	8.44	Add
GAL4	YPL248C	1510	0		34.14	Zinc cluster	High	ChIP-chip, structural prior	17438293		5.78	0.595	GO:0016491	14.49	4.25	9.61	Add
FKH2	YNL068C	830	0		38.18	Forkhead	High	PBM	19158363		9.32	0.634	GO:0005856	14.88	3.84	10.15	Add
FKH1	YIL131C	2002	0		67.61	Forkhead	High	ChIP-chip	17947326		8.55	0.628	GO:0005856	49.30	3.25	6.51	Add
FHL1	YPR104C	2203	0		46.87	Forkhead	High	PBM	19997485		3.14	0.443	GO:0042254	34.46	6.03	3.24	Add
EDS1	YBR033W	2093	0		16.25	Zinc cluster	High	PBM	22189060		4.16	0.458	GO:0005739	5.07	0.02	7.00	Add
ECM23	YPL021W	578	0		2.44	GATA	High	PBM	19111667		2.44	0.560	GO:0030427	0.00	0.00	0.00	Add
ECM22	YLR228C	2122	0		20.54	Zinc cluster	High	PBM	19997485		8.74	0.652	GO:0006091	2.18	6.26	3.37	Add
ECM22	YLR228C	849	0		17.34	Zinc cluster	High	PBM	19158363		8.98	0.621	GO:0016491	1.92	2.67	3.78	Add
DOT6	YER088C	2221	0		70.26	Myb/SANT	High	PBM	19997485		51.88	0.802	GO:0005730	9.10	4.40	4.87	Add
DAL82	YNL314W	690	0		15.12	Unknown-DNA-binding	High	ChIP-chip	16522208		2.52	0.559	GO:0005730	12.21	0.40	0.00	Add
CUP9	YPL177C	2121	0		16.72	Homeodomain	High	PBM	19997485		3.19	0.569	GO:0006520	1.24	2.75	9.53	Add
CST6	YIL036W	585	0		10.37	bZIP	High	PBM	19111667		2.09	0.440	GO:0005933	1.02	2.87	4.39	Add
CRZ1	YNL027W	516	0		39.06	C2H2 ZF	High	PBM	19111667		5.77	0.420	GO:0042254	14.67	12.57	6.05	Add
COM2	YER130C	534	0		23.52	C2H2 ZF,C2H2 ZF	High	PBM	19111667		5.59	0.421	GO:0042254	4.19	7.85	5.87	Add
CMR3	YPR013C	859	0		6.40	C2H2 ZF	High	PBM	19158363		2.18	0.597	GO:0004386	0.00	0.00	4.22	Add
CIN5	YOR028C	409	0		95.35	bZIP	High	ChIP-chip	15343339		2.82	0.435	GO:0007010	84.17	1.42	6.95	Add
CHA4	YLR098C	2120	0		29.53	Zinc cluster	High	PBM	19997485		8.35	0.648	GO:0006091	17.42	0.59	3.17	Add
CEP3	YMR168C	524	0		7.08	Zinc cluster	High	PBM	19111667		2.68	0.565	GO:0005773	0.00	0.00	4.40	Add
CBF1	YJR060W	1346	0		51.13	bHLH	High	MITOMI	20802496		4.02	0.638	GO:0016829	41.66	0.56	4.88	Add
CAD1	YDR423C	2098	0		112.60	bZIP	High	PBM	22189060		2.47	0.440	GO:0007010	102.61	0.93	6.60	Add
CAD1	YDR423C	2073	0		89.13	bZIP	High	PBM	22189060		2.73	0.563	GO:0006520	74.14	3.30	8.96	Add
BAS1	YKR099W	402	0		30.30	Myb/SANT,Myb/SANT	High	ChIP-chip	15343339		21.72	0.699	GO:0006520	2.42	0.47	5.69	Add
AZF1	YOR113W	499	0		15.04	C2H2 ZF	High	PBM	19111667		5.29	0.425	GO:0016192	5.23	0.24	4.28	Add
ARO80	YDR421W	2115	0		23.36	Zinc cluster	High	PBM	19997485		6.28	0.599	GO:0005886	12.31	0.42	4.35	Add
ARO80	YDR421W	1509	0		20.64	Zinc cluster	High	ChIP-chip, structural prior	17438293		2.58	0.447	GO:0005694	11.94	0.36	5.77	Add
ARO80	YDR421W	725	0		13.17	Zinc cluster	High	single site mutagenesis, multiple promoter analysis (2)	10207060		1.94	0.470	GO:0016787	0.45	0.01	10.76	Add
ARG81	YML099C	1506	0		52.71	Zinc cluster	High	ChIP-chip, structural prior	17438293		3.74	0.574	GO:0005886	39.75	9.22	0.00	Add
AFT2	YPL202C	389	0		39.70	AFT	High	ChIP-chip	15343339		6.50	0.455	GO:0005634	25.44	3.39	4.37	Add
AFT1	YGL071W	658	0		27.96	AFT	High	ChIP-chip	16522208		2.99	0.584	GO:0019725	16.89	2.11	5.98	Add
ADR1	YDR216W	576	0		16.11	C2H2 ZF	High	PBM	19111667		3.71	0.438	GO:0042254	3.26	3.76	5.37	Add
ACE2	YLR131C	1332	0		20.04	C2H2 ZF	High	MITOMI	20802496		3.94	0.363	GO:0004386	5.37	2.57	8.16	Add
ABF1	YKL112W	1993	0		145.60	ABF1,ABF1	High	PBM	17947326		4.66	0.582	GO:0003723	102.04	13.90	25.00	Add
	YKL222C	2192	0		82.71	Zinc cluster	High	PBM	19997485		9.60	0.659	GO:0006091	59.10	11.34	2.67	Add
	YGR067C	2191	0		41.65	C2H2 ZF	High	PBM	19997485		7.30	0.637	GO:0006091	21.06	6.08	7.22	Add
	YLR278C	2112	0		24.91	Zinc cluster	High	PBM	22189060		4.06	0.578	GO:0005886	16.37	2.45	2.03	Add
	YNR063W	804	0		23.02	Zinc cluster	High	PBM	19158363		4.02	0.431	GO:0005694	10.73	0.88	7.39	Add
	YML081W	2194	0		20.31	C2H2 ZF	High	PBM	19997485		5.99	0.623	GO:0006091	6.19	0.57	7.56	Add
	YPR015C	871	0		10.91	C2H2 ZF	High	PBM	19158363		1.87	0.549	GO:0005730	0.00	6.38	2.67	Add
	YPR196W	861	0		9.77	Zinc cluster	High	PBM	19158363		4.66	0.584	GO:0005730	1.40	0.50	3.22	Add
	YPR022C	588	0		7.39	C2H2 ZF	High	PBM	19111667		2.46	0.607	GO:0030435	4.61	0.33	0.00	Add
	YDR026C	696	0		6.73	Myb/SANT	High	ChIP-chip	16522208		1.92	0.756	GO:0045182	3.80	1.01	0.00	Add
ZAP1	YJL056C	469	0		13.04	C2H2 ZF,C2H2 ZF,C2H2 ZF		EMSA, DNase protection, site-turns-on-gene	9786867		2.53	0.392	GO:0006997	0.50	0.19	9.81	Add
ZAP1	YJL056C	353	0		11.86	C2H2 ZF,C2H2 ZF,C2H2 ZF		ChIP-chip	15343339		1.97	0.402	GO:0006997	0.84	0.21	8.85	Add
ZAP1	YJL056C	1175	0		10.98	C2H2 ZF,C2H2 ZF,C2H2 ZF		ChIP-chip	17500587		1.62	0.413	GO:0006997	0.49	0.44	8.43	Add
ZAP1	YJL056C	711	0		8.77	C2H2 ZF,C2H2 ZF,C2H2 ZF		ChIP-chip	16522208		1.55	0.450	GO:0005933	0.35	0.14	6.74	Add
ZAP1	YJL056C	2113	0		6.50	C2H2 ZF,C2H2 ZF,C2H2 ZF		PBM	22189060		2.29	0.396	GO:0016779	2.28	1.92	0.00	Add
ZAP1	YJL056C	1942	0		4.47	C2H2 ZF,C2H2 ZF,C2H2 ZF		ChIP-chip	17947326		2.08	0.448	GO:0005730	1.95	0.45	0.00	Add
ZAP1	YJL056C	1276	0		3.62	C2H2 ZF,C2H2 ZF,C2H2 ZF		ChIP-chip	12399584		2.48	0.437	GO:0005624	0.76	0.39	0.00	Add
YRR1	YOR162C	519	0		13.66	Zinc cluster		PBM	19111667		3.24	0.587	GO:0006091	3.73	0.29	6.40	Add
YRR1	YOR162C	2201	0		12.13	Zinc cluster		PBM	19997485		3.96	0.635	GO:0005618	3.17	0.59	4.41	Add
YRR1	YOR162C	866	0		11.37	Zinc cluster		PBM	19158363		3.45	0.373	GO:0004386	3.09	0.38	4.45	Add
YRR1	YOR162C	2070	0		9.69	Zinc cluster		ChIP-chip, structural prior	17438293		4.41	0.347	GO:0005815	0.89	1.01	3.38	Add
YRR1	YOR162C	333	0		7.14	Zinc cluster		Microarray enrichment, EMSA	11909958		1.72	0.476	GO:0016070	0.80	0.52	4.09	Add
YRR1	YOR162C	1941	0		6.70	Zinc cluster		ChIP-chip	17947326		2.58	0.448	GO:0005215	3.19	0.93	0.00	Add
YRR1	YOR162C	1174	0		4.05	Zinc cluster		ChIP-chip	17500587		3.55	0.596	GO:0007059	0.10	0.40	0.00	Add
YRR1	YOR162C	609	0		2.32	Zinc cluster		ChIP-chip	16522208		1.48	0.465	GO:0051276	0.54	0.30	0.00	Add
YRM1	YOR172W	2200	0		6.70	Zinc cluster		PBM	19997485		4.58	0.593	GO:0005624	0.00	0.00	2.12	Add
YRM1	YOR172W	571	0		6.20	Zinc cluster		PBM	19111667		2.36	0.600	GO:0005618	0.00	0.00	3.84	Add
YOX1	YML027W	819	0		15.35	Homeodomain		PBM	19158363		3.20	0.432	GO:0016491	4.23	1.57	6.36	Add
YOX1	YML027W	453	0		13.11	Homeodomain		Microarray enrichment	12464633		2.26	0.552	GO:0016044	5.17	1.68	4.01	Add
YOX1	YML027W	1582	0		12.43	Homeodomain		ChIP-chip, conservation, combination of existing motifs	17130146		4.45	0.463	GO:0005737	3.79	0.89	3.31	Add
YOX1	YML027W	2196	0		11.24	Homeodomain		PBM	19997485		3.53	0.560	GO:0042254	2.10	2.78	2.83	Add
YOX1	YML027W	1480	0		9.99	Homeodomain		ChIP-chip, structural prior	17438293		2.82	0.613	GO:0004386	3.67	0.78	2.72	Add
YOX1	YML027W	1173	0		8.85	Homeodomain		ChIP-chip	17500587		3.36	0.625	GO:0004386	2.95	2.55	0.00	Add
YOX1	YML027W	1938	0		6.57	Homeodomain		ChIP-chip	17947326		1.90	0.449	GO:0007010	4.39	0.28	0.00	Add
YOX1	YML027W	640	0		4.35	Homeodomain		ChIP-chip	16522208		2.40	0.602	GO:0004386	1.20	0.75	0.00	Add
YHP1	YDR451C	677	0		11.22	Homeodomain		ChIP-chip	16522208		2.13	0.452	GO:0042221	3.32	0.68	5.08	Add
YHP1	YDR451C	422	0		8.61	Homeodomain		EMSA, one-hybrid	10705372		1.57	0.448	GO:0051186	1.79	0.44	4.80	Add
YHP1	YDR451C	1167	0		6.28	Homeodomain		ChIP-chip	17500587		1.94	0.543	GO:0005215	3.57	0.76	0.00	Add
YHP1	YDR451C	1931	0		5.65	Homeodomain		ChIP-chip	17947326		2.89	0.415	GO:0007059	2.40	0.36	0.00	Add
YHP1	YDR451C	1454	0		5.27	Homeodomain		ChIP-chip, structural prior	17438293		3.36	0.469	GO:0005737	0.96	0.96	0.00	Add
YAP7	YOL028C	1736	0		53.39	bZIP		ChIP-chip	17947326		12.00	0.645	GO:0006520	40.11	1.27	0.00	Add
YAP7	YOL028C	1491	0		48.68	bZIP		ChIP-chip, structural prior	17438293		2.12	0.421	GO:0016023	42.85	0.45	3.26	Add
YAP7	YOL028C	386	0		47.50	bZIP		ChIP-chip	15343339		5.91	0.599	GO:0006520	40.08	1.51	0.00	Add
YAP7	YOL028C	1492	0		45.57	bZIP		ChIP-chip, structural prior	17438293		4.54	0.585	GO:0006520	40.23	0.80	0.00	Add
YAP7	YOL028C	624	0		43.45	bZIP		ChIP-chip	16522208		3.74	0.576	GO:0006520	38.18	1.54	0.00	Add
YAP7	YOL028C	1580	0		41.08	bZIP		ChIP-chip, conservation, combination of existing motifs	17130146		5.17	0.592	GO:0006520	35.29	0.61	0.00	Add
YAP7	YOL028C	1159	0		38.70	bZIP		ChIP-chip	17500587		5.89	0.599	GO:0006520	30.01	1.24	1.57	Add
YAP7	YOL028C	1412	0		28.28	bZIP		MITOMI	20802496		2.46	0.537	GO:0016740	24.01	1.81	0.00	Add
YAP7	YOL028C	1413	0		26.05	bZIP		MITOMI	20802496		1.70	0.450	GO:0030234	23.39	0.96	0.00	Add
YAP7	YOL028C	1917	0		5.29	bZIP		ChIP-chip	17947326		1.92	0.473	GO:0006810	2.95	0.43	0.00	Add
YAP6	YDR259C	2187	0		143.07	bZIP		PBM	19997485		2.88	0.443	GO:0005740	137.99	1.04	1.16	Add
YAP6	YDR259C	888	0		111.48	bZIP		ChIP-chip	18325926		2.71	0.449	GO:0006259	98.48	0.92	9.38	Add
YAP6	YDR259C	1452	0		103.07	bZIP		ChIP-chip, structural prior	17438293		3.60	0.462	GO:0016070	92.05	0.47	6.95	Add
YAP6	YDR259C	778	0		89.80	bZIP		ChIP-chip	18287073		2.22	0.404	GO:0005618	80.63	0.55	6.40	Add
YAP6	YDR259C	820	0		47.42	bZIP		PBM	19158363		2.62	0.451	GO:0005783	32.94	0.80	11.07	Add
YAP6	YDR259C	1156	0		30.96	bZIP		ChIP-chip	17500587		4.19	0.655	GO:0007031	23.99	2.77	0.00	Add
YAP6	YDR259C	1157	0		21.71	bZIP		ChIP-chip	17500587		2.83	0.590	GO:0007126	17.90	0.97	0.00	Add
YAP6	YDR259C	1916	0		9.85	bZIP		ChIP-chip	17947326		4.19	0.535	GO:0005634	3.81	1.85	0.00	Add
YAP6	YDR259C	1735	0		8.46	bZIP		ChIP-chip	17947326		2.84	0.433	GO:0005773	3.98	1.64	0.00	Add
YAP6	YDR259C	1734	0		4.63	bZIP		ChIP-chip	17947326		2.88	0.614	GO:0004386	0.63	1.13	0.00	Add
YAP6	YDR259C	1273	0		4.11	bZIP		ChIP-chip	12399584		1.59	0.446	GO:0051186	2.02	0.50	0.00	Add
YAP6	YDR259C	1158	0		2.87	bZIP		ChIP-chip	17500587		2.20	0.608	GO:0016853	0.48	0.19	0.00	Add
YAP5	YIR018W	712	0		57.73	bZIP		ChIP-chip	16522208		2.63	0.580	GO:0007059	54.24	0.86	0.00	Add
YAP5	YIR018W	1470	0		23.58	bZIP		ChIP-chip, structural prior	17438293		2.44	0.558	GO:0016491	20.42	0.71	0.00	Add
YAP5	YIR018W	1915	0		19.04	bZIP		ChIP-chip	17947326		2.38	0.545	GO:0006412	15.98	0.68	0.00	Add
YAP5	YIR018W	1733	0		5.85	bZIP		ChIP-chip	17947326		2.04	0.541	GO:0005575	3.27	0.55	0.00	Add
YAP5	YIR018W	1154	0		5.18	bZIP		ChIP-chip	17500587		2.07	0.388	GO:0006766	0.72	0.45	1.94	Add
YAP5	YIR018W	1272	0		5.04	bZIP		ChIP-chip	12399584		3.08	0.554	GO:0005783	1.50	0.47	0.00	Add
YAP5	YIR018W	1155	0		2.80	bZIP		ChIP-chip	17500587		2.03	0.425	GO:0000910	0.37	0.41	0.00	Add
YAP3	YHL009C	2110	0		16.43	bZIP		PBM	22189060		2.77	0.564	GO:0006520	6.74	1.96	4.97	Add
YAP3	YHL009C	1409	0		12.88	bZIP		MITOMI	20802496		1.77	0.563	GO:0005938	6.91	1.45	2.75	Add
YAP3	YHL009C	1410	0		12.66	bZIP		MITOMI	20802496		2.09	0.452	GO:0007005	6.15	1.37	3.04	Add
YAP3	YHL009C	1463	0		12.58	bZIP		ChIP-chip, structural prior	17438293		2.20	0.413	GO:0006457	9.86	0.52	0.00	Add
YAP3	YHL009C	2092	0		11.66	bZIP		PBM	22189060		1.78	0.530	GO:0016740	4.10	0.62	5.15	Add
YAP3	YHL009C	1732	0		11.15	bZIP		ChIP-chip	17947326		1.40	0.552	GO:0019725	8.57	1.18	0.00	Add
YAP3	YHL009C	1153	0		10.09	bZIP		ChIP-chip	17500587		3.89	0.578	GO:0006520	5.60	0.60	0.00	Add
YAP3	YHL009C	561	0		9.37	bZIP		PBM	19111667		2.55	0.405	GO:0006457	1.46	0.38	4.98	Add
YAP3	YHL009C	1914	0		5.02	bZIP		ChIP-chip	17947326		3.09	0.555	GO:0051276	1.20	0.73	0.00	Add
YAP1	YML007W	596	0		84.28	bZIP		ChIP-chip	16522208		2.11	0.301	GO:0003774	72.57	1.56	8.03	Add
YAP1	YML007W	883	0		67.90	bZIP		ChIP-chip	18325926		1.95	0.459	GO:0005783	55.23	2.04	8.68	Add
YAP1	YML007W	1408	0		57.25	bZIP		MITOMI	20802496		2.01	0.457	GO:0005840	49.51	0.71	5.02	Add
YAP1	YML007W	1479	0		56.44	bZIP		ChIP-chip, structural prior	17438293		3.19	0.245	GO:0003774	43.74	1.79	7.72	Add
YAP1	YML007W	1913	0		55.48	bZIP		ChIP-chip	17947326		3.65	0.575	GO:0006520	43.54	1.22	7.07	Add
YAP1	YML007W	327	0		55.44	bZIP		Microarray enrichment, EMSA, mutational analysis	16313629		2.39	0.608	GO:0006725	47.58	0.54	4.93	Add
YAP1	YML007W	875	0		47.37	bZIP		PBM	19158363		2.14	0.445	GO:0007010	40.53	0.54	4.15	Add
YAP1	YML007W	1407	0		47.36	bZIP		MITOMI	20802496		1.40	0.482	GO:0005737	45.37	0.58	0.00	Add
YAP1	YML007W	1406	0		45.77	bZIP		MITOMI	20802496		1.80	0.320	GO:0032196	43.17	0.81	0.00	Add
YAP1	YML007W	775	0		45.06	bZIP		ChIP-chip	18287073		2.34	0.452	GO:0012505	32.82	1.27	8.62	Add
YAP1	YML007W	410	0		35.95	bZIP		ChIP-chip	15343339		2.28	0.565	GO:0046483	24.56	1.42	7.69	Add
YAP1	YML007W	1579	0		31.84	bZIP		ChIP-chip, conservation, combination of existing motifs	17130146		2.23	0.445	GO:0044262	19.16	0.94	9.51	Add
YAP1	YML007W	1730	0		30.05	bZIP		ChIP-chip	17947326		2.63	0.562	GO:0006520	18.90	1.82	6.70	Add
YAP1	YML007W	1150	0		23.56	bZIP		ChIP-chip	17500587		2.65	0.373	GO:0005777	20.42	0.49	0.00	Add
YAP1	YML007W	329	0		21.56	bZIP		EMSA, mutational analysis	11056165		2.61	0.612	GO:0006725	11.14	1.05	6.75	Add
YAP1	YML007W	1152	0		16.78	bZIP		ChIP-chip	17500587		2.38	0.573	GO:0019725	4.13	1.15	9.11	Add
YAP1	YML007W	1151	0		12.93	bZIP		ChIP-chip	17500587		2.38	0.547	GO:0006259	1.75	0.32	8.48	Add
YAP1	YML007W	1729	0		5.11	bZIP		ChIP-chip	17947326		2.54	0.604	GO:0005618	2.18	0.39	0.00	Add
YAP1	YML007W	1731	0		4.03	bZIP		ChIP-chip	17947326		1.69	0.462	GO:0005783	1.05	1.29	0.00	Add
YAP1	YML007W	1271	0		3.98	bZIP		ChIP-chip	12399584		2.31	0.440	GO:0030234	1.32	0.35	0.00	Add
XBP1	YIL101C	842	0		24.08	APSES		PBM	19158363		6.39	0.616	GO:0005933	2.64	10.65	4.40	Add
XBP1	YIL101C	536	0		23.29	APSES		PBM	19111667		4.04	0.589	GO:0005933	3.26	11.29	4.70	Add
XBP1	YIL101C	1728	0		20.31	APSES		ChIP-chip	17947326		4.87	0.652	GO:0005618	3.14	7.57	4.74	Add
XBP1	YIL101C	2185	0		19.29	APSES		PBM	19997485		3.50	0.582	GO:0005933	2.47	9.43	3.89	Add
XBP1	YIL101C	674	0		19.15	APSES		ChIP-chip	16522208		4.56	0.596	GO:0005933	2.46	7.76	4.37	Add
XBP1	YIL101C	1149	0		11.32	APSES		ChIP-chip	17500587		4.81	0.570	GO:0005783	0.17	1.92	4.42	Add
XBP1	YIL101C	1318	0		8.72	APSES		Conservation	12748633		1.79	0.546	GO:0016491	0.28	2.19	4.46	Add
XBP1	YIL101C	1912	0		6.64	APSES		ChIP-chip	17947326		3.15	0.575	GO:0005624	3.18	0.31	0.00	Add
WTM2	YOR229W	1911	0		6.11			ChIP-chip	17947326	Dubious	3.21	0.612	GO:0008233	2.30	0.60	0.00	Add
WTM1	YOR230W	1910	0		5.48			ChIP-chip	17947326	Dubious	2.11	0.447	GO:0044262	2.17	1.21	0.00	Add
WAR1	YML076C	1481	0		13.08	Zinc cluster		ChIP-chip, structural prior	17438293		2.47	0.396	GO:0004386	1.75	0.99	7.88	Add
WAR1	YML076C	1147	0		6.64	Zinc cluster		ChIP-chip	17500587		3.45	0.436	GO:0007005	2.90	0.29	0.00	Add
WAR1	YML076C	1909	0		4.83	Zinc cluster		ChIP-chip	17947326		1.91	0.403	GO:0007031	2.87	0.06	0.00	Add
WAR1	YML076C	1429	0		4.03	Zinc cluster		Microarray Enrichment	14617816		1.60	0.577	GO:0016050	1.34	1.09	0.00	Add
VHR1	YIL056W	1325	0		4.13	VHR1		One-hybrid, tiling deletion of conserved site	16533810		2.55	0.553	GO:0042221	0.00	0.00	1.58	Add
USV1	YPL230W	2184	0		34.13	C2H2 ZF		PBM	19997485		6.84	0.412	GO:0042254	5.09	22.20	0.00	Add
USV1	YPL230W	824	0		11.28	C2H2 ZF		PBM	19158363		2.95	0.544	GO:0006950	1.10	4.78	2.45	Add
USV1	YPL230W	1908	0		2.42	C2H2 ZF		ChIP-chip	17947326		1.65	0.524	GO:0016070	0.32	0.45	0.00	Add
URC2	YDR520C	2189	0		26.28	Zinc cluster		PBM	19997485		3.65	0.573	GO:0005730	19.64	0.40	2.59	Add
URC2	YDR520C	834	0		14.94	Zinc cluster		PBM	19158363		3.21	0.429	GO:0030427	4.97	1.42	5.33	Add
URC2	YDR520C	659	0		11.06	Zinc cluster		ChIP-chip	16522208		5.02	0.588	GO:0016491	1.40	1.39	3.25	Add
URC2	YDR520C	1162	0		8.92	Zinc cluster		ChIP-chip	17500587		2.96	0.371	GO:0016853	0.48	0.49	4.99	Add
URC2	YDR520C	1924	0		2.36	Zinc cluster		ChIP-chip	17947326		1.76	0.591	GO:0006997	0.46	0.14	0.00	Add
UPC2	YDR213W	2109	0		15.10	Zinc cluster		PBM	22189060		3.18	0.469	GO:0003674	10.50	1.42	0.00	Add
UPC2	YDR213W	2090	0		12.30	Zinc cluster		PBM	22189060		3.36	0.441	GO:0005840	0.98	2.17	5.79	Add
UPC2	YDR213W	324	0		7.98	Zinc cluster		EMSA, site-turns-on-gene	11533229		2.38	0.557	GO:0016491	0.22	0.43	4.94	Add
UPC2	YDR213W	1146	0		3.97	Zinc cluster		ChIP-chip	17500587		3.71	0.449	GO:0006464	0.19	0.07	0.00	Add
UPC2	YDR213W	1907	0		3.89	Zinc cluster		ChIP-chip	17947326		2.90	0.585	GO:0007059	0.86	0.12	0.00	Add
UME6	YDR207C	1727	0		194.31	Zinc cluster		ChIP-chip	17947326		2.52	0.451	GO:0016192	174.24	9.09	8.45	Add
UME6	YDR207C	1906	0		193.29	Zinc cluster		ChIP-chip	17947326		2.89	0.447	GO:0016192	170.83	8.79	10.78	Add
UME6	YDR207C	511	0		193.00	Zinc cluster		PBM	19111667		3.39	0.442	GO:0016192	173.16	8.39	8.05	Add
UME6	YDR207C	2183	0		186.26	Zinc cluster		PBM	19997485		4.76	0.578	GO:0003677	165.63	9.88	6.00	Add
UME6	YDR207C	709	0		122.70	Zinc cluster		ChIP-chip	16522208		2.82	0.403	GO:0000746	101.53	9.94	8.40	Add
UME6	YDR207C	828	0		111.93	Zinc cluster		PBM	19158363		2.79	0.557	GO:0003677	92.54	6.71	9.88	Add
UME6	YDR207C	395	0		105.46	Zinc cluster		ChIP-chip	15343339		2.66	0.385	GO:0006725	85.38	9.24	8.18	Add
